"fid";"name";"härad";"kommun";"län";"alternative_names";"comments";"type_swedish";"border_changes";"floraprovins";"type_english";"origin";"VUnique";"North";"NorthWGS84";"north_maxWGS84";"north_minWGS84";"east_minWGS84";"east_maxWGS84";"East";"eastWGS84";"eastRT90";"northRT90";"east_minCircle";"north_minCircle";"distCentroid";"distMinCircle";"EastMiniCircle";"NorthMinCircle"
"648";"Norrvidinge";"Harjager";"Svalöv";"Skåne län";"Norrhvidinge, Norrhviddinge, Norrviddinge";"";"socken";"1952 - Norrvidinge landskommun uppgick i Teckomatorps landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Norrvidinge--Skåne";"6191019";"55.8500897783266";"55.8716357985956";"55.8297691063487";"13.0465878879856";"13.158511681248";"381380";"13.1052539510369";"1330910";"6194540";"381068";"6191028";"3950";"3662";"13.1024529657546";"55.8545940539745"
"649";"Borg";"Memming";"Norrköping";"Östergötlands län";"Borg och Löt, Löt";"";"socken";"1803 - införlivades Löts socken och sockennamnet var därefter till 1887 Borg och Löts socken.
1936 - uppgick i Norrköpings stad (Wikipedia)";"Östergötland";"parish";"medeltida";"Borg--Östergötland";"6492084";"58.5646528573367";"58.6225931457836";"58.5031229340871";"15.9771953828677";"16.1709838445407";"562975";"16.0824853999548";"1516141";"6493575";"561497";"6492304";"8896";"7757";"16.0740896137042";"58.5788946224317"
"650";"Norra Vram";"Luggude";"Bjuv";"Skåne län";"Vram";"";"socken";"1952 - Norra Vrams landskommun uppgick i Billesholms landskommun (Wikipedia)
1952 - Ett område på 4,97 km², varav allt land överfördes till Bjuvs köping (Wikipedia) [Gunnarstorp och Ängagården].";"Skåne";"parish";"medeltida";"Norra Vram--Skåne";"6217995";"56.0906486354";"56.1219756674062";"56.0543146625452";"12.9000611172399";"13.0729748079684";"374752";"12.9868924300912";"1324594";"6221607";"374714";"6217456";"5910";"5724";"12.9865179626041";"56.0857684042482"
"653";"Välluv";"Luggude";"Helsingborg";"Skåne län";"Wälluf";"";"socken";"1952 -  Välluvs landskommun uppgick i Mörarps landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Välluv--Skåne";"6211884";"56.0324413856903";"56.051095035328";"56.0122141464595";"12.7578234631313";"12.8332341919712";"362582";"12.7945996415092";"1312346";"6215635";"362268";"6211879";"2932";"2728";"12.7955288275512";"56.0399740174446"
"654";"Lillkyrka";"Glanshammar";"Örebro";"Örebro län";"";"";"socken";"1952 - Lillkyrka landskommun uppgick i Glanshammars landskommun (Wikipedia)";"Närke";"parish";"medeltida";"Lillkyrka--Närke";"6577675";"59.3367753516029";"59.4097852346824";"59.2798637040103";"15.4529582037406";"15.63531693145";"530644";"15.5386475665453";"1484832";"6579583";"529958";"6578274";"8180";"7530";"15.5432011518153";"59.3364663277913"
"655";"Lerbäck";"Kumla";"Askersund";"Örebro län";"";"";"socken";"";"Närke";"parish";"medeltida";"Lerbäck--Närke";"6530984";"58.9185186164888";"59.0262162955578";"58.8106662801584";"14.9376023634416";"15.3478212171803";"508310";"15.1441925342206";"1461927";"6533146";"508927";"6531141";"15386";"15025";"15.1512359427781";"58.912740994071"
"656";"Välinge";"Luggude";"Helsingborg";"Skåne län";"Hvälinge, Wälinge";"";"socken";"1952 - Välinge landskommun uppgick i Kattarps landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Välinge--Skåne";"6228725";"56.1832626633674";"56.2304266025715";"56.1438853090025";"12.6977601422451";"12.8324244729126";"361266";"12.7647558387482";"1311226";"6232500";"361452";"6229153";"5278";"4831";"12.7649548864001";"56.1813215858131"
"657";"Vomb";"Fär";"Lund";"Skåne län";"Våmb, Womb";"";"socken";"1952 -  Vombs landskommun uppgick i Veberöds landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Vomb--Skåne";"6169673";"55.6644588819846";"55.7045927889356";"55.631063442522";"13.5066691905928";"13.6174907328518";"409545";"13.5620276032913";"1358841";"6172855";"409817";"6170063";"4912";"4679";"13.5620799617223";"55.6676985427459"
"658";"Näsby";"Fellingsbro";"Lindesberg";"Örebro län";"Frövi";"Frövi köping räknas här som en del av Näsby socken.
";"socken";"1955 - Näsby socken ombildades till Frövi köping (Wikipedia)";"Västmanland";"parish";"medeltida";"Näsby--Västmanland";"6591986";"59.4659067887605";"59.5146141976418";"59.4192291974675";"15.2496822078367";"15.4534389236888";"520158";"15.3556503705181";"1474516";"6594026";"519249";"6591172";"7940";"6720";"15.3512459897209";"59.435774134223"
"659";"Kvistbro";"Edsberg";"Lekeberg";"Örebro län";"Qvistbro, Quistbro";"";"socken";"1952 - Kvistbro landskommun uppgick i Svartå landskommun (Wikipedia)";"Närke";"parish";"medeltida
Ur socknen utbröts 1638 en del av den då nybildade Nysunds socken (Wikipedia).";"Kvistbro--Närke";"6558570";"59.165871487954";"59.2592821938739";"59.0903245444102";"14.484699362403";"14.8575577055031";"480713";"14.6627305496359";"1434653";"6561075";"480860";"6557749";"12052";"11609";"14.6711285339531";"59.1653380432862"
"660";"Vollsjö";"Fär";"Sjöbo";"Skåne län";"Wollsjö";"";"socken";"";"Skåne";"parish";"medeltida";"Vollsjö--Skåne";"6172351";"55.6910005385348";"55.7114782221512";"55.6599731833298";"13.7430511769372";"13.8559361213816";"424075";"13.79220524336";"1373408";"6175365";"424470";"6172548";"4141";"3711";"13.7994936491594";"55.7019438428009"
"661";"Virke";"Harjager";"Kävlinge";"Skåne län";"Wirke";"";"socken";"1952 - Virke landskommun uppgick i Harrie landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Virke--Skåne";"6188571";"55.8293462870499";"55.8449306226259";"55.8102836864148";"13.1624189534952";"13.2150523008378";"386528";"13.18846974043";"1336033";"6192030";"386874";"6188462";"2245";"2128";"13.1896496078511";"55.8315814114615"
"663";"Villie";"Ljunit";"Skurup";"Skåne län";"Södra Villie, Willie";"Namnet var före 1885 Södra Villie socken (Wikipedia).";"socken";"1952 -  Södra Villie landskommun uppgick i Rydsgårds landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Villie--Skåne";"6151619";"55.5027854221934";"55.5392868572052";"55.4648530670853";"13.5619175072321";"13.6613805757221";"412282";"13.6112756751296";"1361370";"6154761";"412625";"6151533";"4354";"4142";"13.6112284240074";"55.504838327003"
"664";"Kräcklinge";"Hardemo";"Lekeberg";"Örebro län";"Kräklinge";"";"socken";"1952 - Kräcklinge landskommun uppgick i Lekebergs landskommun (Wikipedia)";"Närke";"parish";"medeltida";"Kräcklinge--Närke";"6558401";"59.1647932546002";"59.2116690316991";"59.1257274759983";"14.9415656344822";"15.0551809709438";"499967";"14.999424780906";"1453912";"6560674";"500299";"6558837";"5320";"4834";"14.9984012175826";"59.1580267600255"
"665";"Viken";"Luggude";"Höganäs";"Skåne län";"Wiken";"";"socken";"1952 - Vikens landskommun uppgick i Väsby landskommun (Wikipedia)
1967 - Väsby landskommun uppgick i Höganäs stad (Wikipedia)";"Skåne";"parish";"Socknen bildades i slutet av 1500-talet genom utbrytning ur Väsby socken (Wikipedia).";"Viken--Skåne";"6226169";"56.1569000516655";"56.1820507500723";"56.1359790373066";"12.5556868985364";"12.6313896721667";"349988";"12.5846489007878";"1299912";"6230075";"350334";"6226484";"2941";"2687";"12.5933160173586";"56.15917457341"
"666";"Ramundeboda";"Grimsten";"Laxå";"Örebro län";"Laxå, Bodarne, Bodarna";"Bodarna fick namnet Ramundboda genom kungligt brev 21/10 1910 och utgör en köping. Laxå, genom kungligt brev 27/9 1945. Laxå köping motsvaras alltså i kyrkligt avseende av Ramundeboda församling och i avseende på fastighetsredovinsingen av Ramundeoda socken (Lagerstedt, 1973).
";"socken";"1804 - Viby i Grimsten omfattade även huvuddelen av nuvarande köpingen Laxå. Här fanns av laxå, som togs från Viby, infördes i jordeboken under namnet Grimstens Bodarna genom Kammarkollegiets brev 21/11 1804 Den andra delen av Ramundeboda infördes i Sundbo jordebok genom samma brev under namnet Sundbo Bodarna. Till denna sockendel fördes då från Akserudns socken i Sundbo: Aspelund 1/4, Baggetorp 1/4, Holmen 1/4, Hovertorp 1/4, Hålldammen 1/4, Joristorp 1, Lilla Kampetorp 1/4, Kulla 1/8, Mosstorp 1/4, Sigfridstorp 1/4, Östra Stensmossen 1 1/4. Från Snavlunda i Sundbo fördes samtidigit: Brostugan och Lekaråsen 1/4, Isberga 1/4, Stora Stavsjön och Trumhult 1/4. Härtill nio oskattlagda torp. (Lagerstedt, 1973).  
1888 -  Bodarna i Sundbo flyttades i jordeboken till Bodarna i Grimsten genom kungligt brev 17/5 1889 utom Lilla Kampetorp 1/4, som i alla avseednedn flyttades till Askersunds socken, där det låg en enklav (Lagerstedt, 1973). 
1889 - Ekshult 1/4 flyttade i alla avseenden från Viby till Bodarna (Ramundboda) genom kungligt brev 25/4 1889 (Lagerstedt, 1973)
1946 - Laxå köping bildades genom en ombildning av Ramundeboda landskommun (Wikipedia).
1967 - Tivedens landskommun överfördes till Örebro län och uppgick i köpingen tillsammans med Skagershults församling ur Svartå landskommun (Wikipedia).
1971 - Laxå köping ombildades 1971 Laxå kommun (Wikipedia). ";"Närke";"parish";"Ramundeboda socken bildades 1587 genom en utbrytning ur Viby socken (och ur Hova socken) under namnet Tivedsbodarne socken som omkring 1600 namnändrades till Bodarne socken. Omkring 1630 utbröts Finnerödja socken (i Västergötland) (Wikipedia).";"Ramundeboda--Närke";"6534682";"58.9512494480517";"59.0263482886823";"58.8390267495208";"14.4919675377897";"14.7267918808826";"477973";"14.6171483001789";"1431624";"6537211";"478501";"6532991";"12554";"10827";"14.6093707975806";"58.9606786422458"
"667";"Vellinge";"Skytt";"Vellinge";"Skåne län";"Vällinge, Hvällinge, Hvellinge";"";"socken";"";"Skåne";"parish";"medeltida";"Vellinge--Skåne";"6147936";"55.4612217398593";"55.4759469927656";"55.4422697623367";"12.9449920662621";"13.0514646459505";"373565";"13.0003330939133";"1322590";"6151525";"373460";"6148660";"3641";"3386";"12.9982283561063";"55.4706448874333"
"668";"Knista";"Edsberg";"Lekeberg";"Örebro län";"";"";"socken";"1952 -  Knista landskommun uppgick i Lekebergs landskommun (Wikipedia)";"Närke";"parish";"medeltida
1583 utbröts Möckelsbodars socken (Karlskoga, Värmland) (Wikipedia).";"Knista--Närke";"6563926";"59.2142270843605";"59.2611450718471";"59.1597555822901";"14.5995195893621";"14.9484399633123";"488413";"14.7969672018731";"1442420";"6566340";"487100";"6563478";"11433";"10236";"14.7739797763372";"59.2100637094208"
"669";"Veberöd";"Torna";"Lund";"Skåne län";"Weberöd";"";"socken";"";"Skåne";"parish";"medeltida";"Veberöd--Skåne";"6164857";"55.6203598350196";"55.6682481964669";"55.5713432191";"13.4352282560384";"13.5466454216696";"405118";"13.4933340752398";"1354355";"6168088";"405912";"6164783";"5513";"5398";"13.489435979161";"55.6263395974757"
"670";"Kil";"Örebro";"Örebro";"Örebro län";"Kihl";"En del av socknen innefattande Lockhyttan, Bocksboda och Ramshyttan ligger i Västmanland.
";"socken";"1870 - Norra delen av Kils kyrkosocken hörde enligt jordeboken till Noraskoga (Nora socken i Västmanland) Omfattande Boxboda 1/2 Getingedalen 1/4, Hammarboda 1/4, Lockhyttan 5, Ramshyttan 6, Skrikarboda 1/4. Flyttades till Kils socken genom kungligt brev 21/10 1870 (Lagerstedt, 1973)
1952 - Kils landskommun uppgick i Axbergs landskommun";"Närke";"parish";"medeltida";"Kil--Närke";"6583294";"59.3883479677981";"59.4729686670989";"59.321441948329";"14.8816154215372";"15.1643017594455";"502292";"15.0403593374599";"1456539";"6585548";"501666";"6583947";"9426";"8798";"15.0229585904913";"59.3782468077555"
"671";"Norra Vi";"Ydre";"Ydre";"Östergötlands län";"N. Vi";"Vi i Ydre kallades åtmisnotne från 1700-talets björjan Norra Vi (Lagerstedt, 1973)";"socken";"1952 -  Norra Vi landskommun uppgick i Ydre landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Norra Vi--Östergötland";"6416065";"57.8858335993271";"57.9711904207445";"57.8056739932033";"15.2881193334299";"15.5349254587903";"523580";"15.3975694475537";"1475824";"6418005";"524126";"6416398";"10702";"10613";"15.4119249768069";"57.8962257804897"
"672";"Roslags-Bro";"Bro och Vätö skeppslag";"Norrtälje";"Stockholms län";"Bro, Roslags Bro";"Bro socken i Bro och Vätö skepslag fick namnet Roslags-Bro genom kungligt bre 30/12 1916 (Lagerstedt, 1973)
";"socken";"1889 - Nordvästra delen av Bro kyrksocken härde enligt joreboken till Estunda jordebokssocken: Sund 3 (numera Norrsund), Brotorpet 1, Stentorpet 1. Sockendelen flyttades i Joredboken till Bro (Roslags-Bro) genom kungligt brev 22/2 1889 (Lagerstedt, 1973)
1952 - Roslags-Bro landskommun uppgick i Lyhundra landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Roslags-Bro--Uppland";"6640122";"59.8432555579836";"59.9082286419217";"59.7656100733808";"18.7006715403724";"18.9597498784275";"713961";"18.8193476111769";"1668948";"6639817";"715420";"6639504";"8947";"8772";"18.8302107094";"59.8504483578071"
"673";"Rimbo";"Sjuhundra";"Norrtälje";"Stockholms län";"";"";"socken";"1952 - Rimbo landskommun uppgick i Sjuhundra landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Rimbo--Uppland";"6628836";"59.7541371592646";"59.814829045657";"59.6978100414291";"18.2630284645204";"18.459594102585";"689208";"18.3682192931044";"1644055";"6628831";"689691";"6629122";"7388";"6880";"18.3609892342761";"59.7670870791822"
"674";"Riala";"Åkers skeppslag";"Norrtälje";"Stockholms län";"";"";"socken";"1952 - Riala landskommun uppgick i Roslags-Länna landskommun (Wikipedia)";"Uppland";"parish";"medeltida
1631 utbröts Norra Ljusterö församling (socken) och på 1640-talet Kulla församling (socken) (Wikipedia).";"Riala--Uppland";"6614303";"59.6200467560391";"59.6699347253872";"59.5594858181199";"18.3870962741928";"18.6172899180226";"697428";"18.500583053747";"1652100";"6614196";"697525";"6613367";"7435";"6616";"18.5021930961077";"59.6090299460148"
"675";"Ornö";"Sotholm";"Haninge";"Stockholms län";"";"Ornö församling bildades senast 1607 genom en utbrytning ur Österhaninge församling (Wikipedia).
";"socken";"1889 - Huvudskär, strömmingsfiskem tull och lotsstation, flyttades i kuyrkligt och kommunalt avsendenf rån Dalarö till Ornö och i jordeboken från Tyresö till Österhaninge genom kungligt brev 15/2 1889 och flyttades strax därefter i jordeboken till Ornö (Lagerstedt, 1973)
1890 - Blev en fristående jordebokssocken (Wikipedia).
1952 - Ornö landskommun uppgick i Dalarö landskommun (Wikipedia)";"Södermanland";"parish";"Ornö församling bildades senast 1607 genom en utbrytning ur Österhaninge församling men blev inte en fristånde jordebokssocken förän 1890 (Wikipedia)";"Ornö--Södermanland";"6549199";"59.0355437665329";"59.1426195810189";"58.9438829496528";"18.2873887106845";"18.6736710513889";"699495";"18.4768978716075";"1653378";"6549058";"700131";"6549819";"12439";"11675";"18.4805298810367";"59.023330923325"
"676";"Orkesta";"Seminghundra";"Vallentuna";"Stockholms län";"";"";"socken";"1952 - Orkesta landskommun uppgick i Vallentuna landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Orkesta--Uppland";"6611312";"59.6030415239385";"59.6387037603836";"59.5684647372378";"18.0736335851823";"18.1508900973392";"675475";"18.1095414275266";"1630106";"6611472";"675860";"6611424";"4300";"4184";"18.1153883815422";"59.6028036859147"
"677";"Odensala";"Ärlinghundra";"Sigtuna";"Stockholms län";"";"


";"socken";"1887 - Huvuddelen av Lövstaholms säter låg i S:t Olof, resten i Odensala. De flyttades i jordeboken till S:t Olof genom kungligt brev 26/3 1887. (Lagerstedt, 1973)
1887 - Eneby 2, Näsby 2, Ölsta 1 hörde i kyrklig avsende till Odensala men enligt jordeboken till S:t Olof, De flyttades i jordeboken till Odensala genom kungligt brev 26/3 1887. Rävsta flyttades u dessa asendet till S.T Olof genom kungligt brev 26/3 1887.  (Lagerstedt, 1973)
1887 - Säteriets Ekalla 1 1/2 flyttades i alla vasenden från Odnsela till Husby-Ärlinghundra genom kungligt brev 15/4 1887 (Lagerstedt, 1973). 
1887 - Tollsta 1 flyttades i alla avsenden från Husby-Ärlinghundra till Odensala genom kungligt brev 15/4 1887. (Lagerstedt, 1973)
1952 - Odensala landskommun uppgick i Märsta landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Odensala--Uppland";"6617564";"59.6653944936127";"59.7130252487141";"59.6088683256063";"17.7283626361748";"17.9638054022404";"659814";"17.8372095577491";"1614519";"6617915";"660510";"6617143";"7144";"6814";"17.8460840192076";"59.6658848512202"
"678";"Närtuna";"Långhundra";"Norrtälje";"Stockholms län";"";"";"socken";"1952 -  Närtuna landskommun uppgick i Skepptuna landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Närtuna--Uppland";"6622308";"59.6991861022423";"59.7408687130404";"59.6676578961181";"18.1194206287635";"18.3207623910118";"681160";"18.2195489064633";"1635926";"6622400";"681259";"6622870";"6125";"5819";"18.2200915098877";"59.6930745612412"
"679";"Nämdö";"Sotholm";"Värmdö";"Stockholms län";"Nämndö";"";"socken";"1890 - Nämdö Blev en fristående jordebokssocken (Wikipedia).
1952 -  Nämdö landskommun uppgick i Djurö landskommun (Wikipedia)";"Södermanland";"parish";"Nämdö församling bildades senast 1607 genom en utbrytning ur Österhaninge församling. (Wikipedia).";"Nämdö--Södermanland";"6560465";"59.1300768608807";"59.2349384633767";"59.0011406913518";"18.5471108370833";"18.9091866851089";"712843";"18.7200431211672";"1666864";"6560164";"714656";"6559204";"14603";"13724";"18.7281487610961";"59.1368931561213"
"680";"Vanstad";"Fär";"Sjöbo";"Skåne län";"";"";"socken";"1952 - Vanstads landskommun uppgick i Östra Färs landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Vanstad--Skåne";"6163614";"55.6132099313119";"55.6403393389552";"55.5889511201269";"13.7981265138578";"13.9373008920213";"428668";"13.867510475002";"1377902";"6166571";"428682";"6163290";"4458";"4393";"13.8677137029396";"55.6082670658045"
"682";"Nynäshamn";"";"Nynäshamn";"Stockholms län";"";"";"stad";"1911 - utbröts Nynäshamn ur Ösmo landskommun för att bilda en köping (Wikipedia).
1943 - överfördes vissa områden från Ösmo till köpingen, omfattande en areal av 2,57 kvadratkilometer (Wikipedia).
1946 - Köpingen ombildades till Nynäshamns stad (Wikipedia).
1964 - ett område omfattande en areal av 12,60 km2 allt land överfördes från Ösmo landskommun och Ösmo församling till Nynäshamns stad (Wikipedia)";"Södermanland";"town/borough";"Nynäshamns köping bildades genom en utrbrytning av Ösmo landskommun (Wikipedia)";"Nynäshamn--Södermanland";"6531579";"58.8898234787128";"58.9447565654316";"58.8436967169301";"17.9040360110713";"18.0275021637215";"671075";"17.968827400027";"1624741";"6531779";"671840";"6532105";"6122";"5663";"17.9654048803439";"58.8829661471483"
