"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"17007";"Hardemo";\N;"Härad: Hardemo.";"Närke";"parish";"socken";"59,09433";"15,00192";"5393";"15,06256";"14,91775";"59,1366";"59,04809"
"17008";"Hidinge";\N;"Härad: Edsberg";"Närke";"parish";"socken";"59,26768";"14,84601";"8551";"14,95301";"14,7484";"59,33273";"59,20259"
"17009";"Hovsta";"Hofsta";"Härad: Örebro";"Närke";"parish";"socken";"59,33376";"15,2054";"4829";"15,28323";"15,13485";"59,36465";"59,30546"
"25115";"Karlskoga";\N;"Större delen av Karlskoga socken ligger i Värmland";"Närke";"parish";"socken";"59,37738";"14,5662";"19801";"14,78845";"14,32487";"59,54247";"59,23224"
"17010";"Kil";"Kihl";"En del av socknen innefattande Lockhyttan, Bocksboda och Ramshyttan ligger i Västmanland. Härad: Örebro";"Närke";"parish";"socken";"59,3883";"15,04037";"9432";"15,16621";"14,88229";"59,47291";"59,32154"
"17011";"Knista";\N;"1583 utbröts Möckelsbodars socken (Karlskoga, Värmland) (Wikipedia). Härad: Edsberg";"Närke";"parish";"socken";"59,20905";"14,84097";"14009";"14,94601";"14,71576";"59,26042";"59,15791"
"17012";"Kräcklinge";"Kräklinge";"Härad: Hardemo";"Närke";"parish";"socken";"59,16397";"14,99913";"5414";"15,05436";"14,94076";"59,20088";"59,12711"
"17013";"Kumla";\N;"Härad: Kumla. Kumla municipalsamhälle inrättades 23 maj 1884 i Kumla landskommun. 1942 bildades Kumla stad med en utbrytning av municipalsamhället med kringområde (Wikipedia). Kumla stad räknas här som en del av Kumla socken.";"Närke";"parish";"socken";"59,12774";"15,14581";"9785";"15,27234";"15,0428";"59,18227";"59,06161"
"17014";"Kvistbro";"Qvistbro, Quistbro";"Ur socknen utbröts 1638 en del av den då nybildade Nysunds socken (Wikipedia). Härad: Edsberg";"Närke";"parish";"socken";"59,17247";"14,68312";"10210";"14,85755";"14,55597";"59,25929";"59,09961"
"17015";"Laxå";"Ramundeboda, Bodarne";"År 1946 bildades Laxå köping genom en ombildning av Ramundeboda landskommun. År 1967 överfördes Tivedens landskommun till Örebro län och uppgick i köpingen tillsammans med Skagershults församling ur Svartå landskommun. Köpingen ombildades 1971 till Laxå kommun (Wikipedia). Ramundeboda socken bildades 20 augusti 1587 genom en utbrytning ur Viby socken (och ur Hova socken) under namnet Tivedsbodarne socken som omkring 1600 namnändrades till Bodarne socken som 21 oktober 1910 namnändrades till nuvarande namn. Omkring 1630 utbröts Finnerödja socken (i Västergötland) (Wikipedia).";"Närke";"town/borough";"köping";"58,94561";"14,63234";"11879";"14,78466";"14,49093";"59,02538";"58,83784"
"17016";"Lerbäck";\N;"Härad: Kumla";"Närke";"parish";"socken";"58,91899";"15,1436";"15460";"15,34655";"14,9379";"59,02584";"58,81018"
"17017";"Lillkyrka";\N;"Härad: Glanshammar";"Närke";"parish";"socken";"59,3301";"15,54414";"6921";"15,63504";"15,45263";"59,38671";"59,28004"
"17018";"Lännäs";"Lennäs";"Härad: Asker";"Närke";"parish";"socken";"59,14256";"15,68154";"11852";"15,79845";"15,55483";"59,23087";"59,04259"
"17019";"Mosjö";"Mosås";"Härad: Örebro";"Närke";"parish";"socken";"59,20648";"15,12866";"4807";"15,18294";"15,0769";"59,2447";"59,17005"
"17020";"Norrbyås";\N;"Härad: Sköllersta";"Närke";"parish";"socken";"59,20615";"15,36815";"5213";"15,43127";"15,30388";"59,24312";"59,16986"
"17021";"Nysund";"Sund";"Nysunds socken, som till 1686 hade namnet Sunds socken, bildades 1638 genom utbytning ur Rudskoga socken i Visnums härad i Värmlands län och Kvistbro socken i Edsbergs härad i Örebro län. Landskaps- och häradsgränsen, som följde Letälven, ändrades inte utan den delar fortsatt Nysund i två delar, den västra i Värmland och den östra i Närke (Wikipedia).";"Närke";"parish";"socken";"59,12839";"14,41703";"17805";"14,59361";"14,28776";"59,27204";"58,98241"
"25117";"Regna";\N;"större delen av socknen ligger i Östergötland";"Närke";"parish";"socken";"58,8944";"15,69064";"11085";"15,86137";"15,55311";"58,98958";"58,80838"
"17022";"Rinkaby";"Ringkarleby";"1937 överfördes egendomen Ulriksberg med en areal av 3,17 km² från Längbro socken till Rinkaby. Samtidigt överfördes hemmanet Munkatorp med en areal av 0,64 km² från Rinkaby till Örebro stad och Längbro församling (Wikipedia). Härad: Glanshammar";"Närke";"parish";"socken";"59,31587";"15,31987";"5269";"15,37851";"15,26098";"59,3583";"59,27872"
"17023";"Skagershult";\N;"Skagershults församling bildades före 1647 genom en utbrytning ur Tångeråsa församling. Socknen bildades 1647 (Wikipedia) Härad: Edsberg";"Närke";"parish";"socken";"59,06067";"14,5979";"11038";"14,74161";"14,4508";"59,1258";"59,00436"
"17024";"Sköllersta";"Skyllersta";"Härad: Sköllersta";"Närke";"parish";"socken";"59,09701";"15,35672";"9148";"15,45916";"15,26779";"59,17865";"59,03557"
"17025";"Snavlunda";"Snaflunda";"Härad: Sundbo";"Närke";"parish";"socken";"58,96202";"14,88063";"9047";"15,00245";"14,72825";"59,01228";"58,91529"
"17026";"Stora Mellösa";"Mellösa";"Härad: Asker";"Närke";"parish";"socken";"59,23501";"15,54457";"10876";"15,72569";"15,3781";"59,31031";"59,16054"
"17027";"Svennevad";\N;"1735 utbröts Bo socken (Wikipedia). Härad: Sköllersta";"Närke";"parish";"socken";"58,98926";"15,36261";"14723";"15,4914";"15,23247";"59,08445";"58,89785"
"17028";"Tysslinge";"Thysslinge";"En mindre bit av socknen innefattande Norra Tolsboda ligger i Västmanland. Härad: Örebro";"Närke";"parish";"socken";"59,32146";"14,91513";"12047";"15,05185";"14,76165";"59,38751";"59,25034"
"17029";"Tångeråsa";\N;"Skagershults församling utbröts före 1647 och Skagershults socken utbröts 1647 (Wikipedia). Härad: Edsberg";"Närke";"parish";"socken";"59,08775";"14,77104";"8113";"14,84799";"14,70015";"59,13498";"59,02539"
"17030";"Täby";\N;"Härad: Örebro";"Närke";"parish";"socken";"59,20679";"15,05732";"5104";"15,09589";"15,00764";"59,25254";"59,16512"
"17031";"Viby";"Wiby";"Ur socken utbröts 1587 Tivedsbodarne socken (Laxå). Härad: Grimsten";"Närke";"parish";"socken";"59,03083";"14,85175";"11499";"15,02799";"14,67086";"59,08761";"58,96977"
"17032";"Vintrosa";"Wintrosa, Vinteråsa, Winteråsa";"Härad: Örebro";"Närke";"parish";"socken";"59,23988";"14,97503";"10239";"15,06518";"14,89145";"59,29826";"59,17989"
"17033";"Ödeby";\N;"Härad: Glanshammar";"Närke";"parish";"socken";"59,40723";"15,42523";"5157";"15,51635";"15,35768";"59,43341";"59,37823"
"17034";"Örebro";"Längbro, Almby, Ånsta, Eker";"Längbro Landskommunen uppgick 1937 (Wikipedia). Längbro socken räknas här som en del av Örebro stad. Almby socken i Närke ingick i Örebro härad, uppgick 1943 i Örebro stad (Wikipedia). Almby socken räknäs här som en del av Örebro stad. Ånsta socken i Närke ingick i Örebro härad, uppgick 1943 i Örebro stad (Wikipedia). Ånsta socken räknas här som en del av Örebro stad. Ekers socken i Närke ingick i Örebro härad, uppgick 1952 i Örebro stad (Wikipedia). Ekers socken räknas här som en del av Örebro stad.";"Närke";"town/borough";"stad";"59,27273";"15,21436";"11608";"15,41495";"15,06122";"59,3465";"59,21339"
"24713";"";\N;\N;"Pite lappmark";"";"";\N;\N;\N;\N;\N;\N;\N
"17035";"Arjeplog";"Arjepluog";"Arjeplogs socken bröts ut 1640 från Piteå socken (Wikipedia)";"Pite lappmark";"parish";"socken";"66,36267";"17,24988";"99563";"19,03085";"15,37722";"67,19022";"65,57442"
"17036";"Arvidsjaur";"Arfvidsjaur";"Arvidsjaurs socken bröts 1606 ut ur Piteå socken, men återgick som annex 1614. År 1640 blev Arvidsjaur återigen fristående (Wikipedia). År 1862 utbröts Malå socken (Lycksele lappmark) (Wikipedia). En liten snutt av socknen vid Gallejaur ligger i Västerbotten.";"Pite lappmark";"parish";"socken";"65,6829";"19,25906";"60547";"20,21655";"18,17677";"66,17533";"65,14297"
"24714";"";\N;\N;"Skåne";"";"";\N;\N;\N;\N;\N;\N;\N
"17037";"Allerum";\N;"Härad: Luggude";"Skåne";"parish";"socken";"56,11556";"12,65139";"7041";"12,74638";"12,53827";"56,15699";"56,07222"
"17038";"Anderslöv";"Anderslöf";"Härad Vemmerhög";"Skåne";"parish";"socken";"55,4481";"13,30521";"4175";"13,34776";"13,25488";"55,48306";"55,41494"
"17039";"Andrarum";\N;"Härad: Albo";"Skåne";"parish";"socken";"55,72763";"13,95683";"5874";"14,01462";"13,88965";"55,7767";"55,68029"
"17040";"Annelöv";"Annelöf";"Härad: Onsjö";"Skåne";"parish";"socken";"55,84198";"13,01591";"2869";"13,05909";"12,97115";"55,86271";"55,82184"
"17041";"Arrie";\N;"Härad: Oxie";"Skåne";"parish";"socken";"55,514";"13,08159";"2228";"13,11387";"13,04635";"55,52426";"55,50382"
"17042";"Ask";\N;"Härad: Onsjö";"Skåne";"parish";"socken";"55,9636";"13,251";"4796";"13,29851";"13,20627";"56,00014";"55,92288"
"17043";"Asmundtorp";"Asmuntorp";"Härad: Rönneberg";"Skåne";"parish";"socken";"55,89616";"12,9474";"4005";"12,99986";"12,89364";"55,9231";"55,86775"
"17044";"Ausås";\N;"Socknen införlivade tidigt Humlarps/Humlætorps socken (Wikipedia). Härad: Södra Åsbo";"Skåne";"parish";"socken";"56,17048";"12,90949";"4727";"12,9628";"12,85407";"56,21187";"56,13647"
"17045";"Baldringe";\N;"Härad Herrestad";"Skåne";"parish";"socken";"55,54553";"13,82937";"3788";"13,88392";"13,7756";"55,57528";"55,5172"
"17046";"Balkåkra";\N;"Härad: Ljunit";"Skåne";"parish";"socken";"55,45023";"13,70711";"3921";"13,73058";"13,6743";"55,48234";"55,4203"
"17047";"Bara";\N;"Härad: Bara";"Skåne";"parish";"socken";"55,57788";"13,19888";"4681";"13,2381";"13,16238";"55,6161";"55,54557"
"17048";"Barkåkra";"Luntertun";"1516 införlivades Luntertuns socken. Luntertun räknas här som en del av Barkåkra socken. Härad: Bjäre";"Skåne";"parish";"socken";"56,29986";"12,82294";"5040";"12,88151";"12,75059";"56,33789";"56,26309"
"17049";"Barsebäck";\N;"Härad: Harjager";"Skåne";"parish";"socken";"55,7615";"12,93993";"4436";"13,00141";"12,89216";"55,78718";"55,73085"
"17050";"Benestad";\N;"Härad: Ingelstad";"Skåne";"parish";"socken";"55,53307";"13,91099";"3995";"13,96664";"13,86086";"55,55593";"55,51004"
"17051";"Billeberga";\N;"Härad: Rönneberg";"Skåne";"parish";"socken";"55,87459";"13,00919";"3744";"13,06616";"12,9573";"55,90318";"55,84801"
"17052";"Billinge";\N;"Härad: Onsjö";"Skåne";"parish";"socken";"55,96332";"13,33388";"6123";"13,38895";"13,26751";"56,00672";"55,91603"
"17053";"Bjuv";"Bjuf";"Härad: Luggude";"Skåne";"parish";"socken";"56,08568";"12,91731";"4155";"12,95849";"12,874";"56,12093";"56,05372"
"17054";"Bjällerup";"Bjellerup";"Härad: Torna";"Skåne";"parish";"socken";"55,66959";"13,25753";"3104";"13,2938";"13,20881";"55,68464";"55,65424"
"17055";"Bjäresjö";"Bjeresjö";"Härad: Herrestad";"Skåne";"parish";"socken";"55,45001";"13,75663";"3700";"13,79659";"13,72423";"55,4812";"55,4226"
"17056";"Bjärshög";"Bjershög, Bjerresjö, Bjereshög";"Härad: Bara";"Skåne";"parish";"socken";"55,58997";"13,15697";"1491";"13,17298";"13,13903";"55,59981";"55,58037"
"17057";"Björka";\N;"Härad: Färs";"Skåne";"parish";"socken";"55,64673";"13,63222";"2518";"13,6614";"13,60282";"55,66397";"55,62923"
"17058";"Björnekulla";\N;"Härad: Södra Åsbo";"Skåne";"parish";"socken";"56,13779";"12,9471";"4464";"12,99571";"12,88081";"56,17424";"56,11373"
"17059";"Blentarp";"Bläntarp";"Härad: Torna";"Skåne";"parish";"socken";"55,56711";"13,6017";"5759";"13,66504";"13,51698";"55,61297";"55,52422"
"17060";"Bodarp";\N;"Härad: Skytt";"Skåne";"parish";"socken";"55,42715";"13,0786";"2972";"13,10806";"13,05236";"55,44448";"55,40093"
"17061";"Bollerup";\N;"Socknen införlivade omkring 1569 en mindre del av Gärarps socken, där huvuddelen uppgick i Tosterups socken (Wikipedia). Gärarp socken räknas här som en del av Tosterup och Bollerup socknar. Härad: Ingelstad.";"Skåne";"parish";"socken";"55,49411";"14,04936";"2655";"14,08946";"14,01144";"55,51291";"55,47266"
"17062";"Bolshög";\N;"Härad: Bolshög";"Skåne";"parish";"socken";"55,50739";"14,26887";"2799";"14,29626";"14,23878";"55,52934";"55,48495"
"17063";"Bonderup";\N;"Härad: Torna";"Skåne";"parish";"socken";"55,64317";"13,38496";"4737";"13,45335";"13,31362";"55,66248";"55,62495"
"17064";"Borgeby";"Borreby";"Härad: Torna";"Skåne";"parish";"socken";"55,73908";"13,03389";"3088";"13,0774";"12,99082";"55,75699";"55,71934"
"17065";"Borlunda";"Borrlunda";"Härad: Frosta";"Skåne";"parish";"socken";"55,81421";"13,33334";"4173";"13,37078";"13,28009";"55,84748";"55,7819"
"17066";"Borrby";"Borreby";"Härad: Ingelstad";"Skåne";"parish";"socken";"55,43799";"14,20179";"8450";"14,28608";"14,129";"55,48661";"55,37918"
"17067";"Borrie";\N;"Härad: Herrestad";"Skåne";"parish";"socken";"55,49277";"13,85067";"1911";"13,88089";"13,8272";"55,50757";"55,48198"
"17068";"Bosarp";\N;"Tidigt införlivades Öslövs socken (Wikipedia). Härad: Önsjö";"Skåne";"parish";"socken";"55,90191";"13,33011";"4506";"13,38878";"13,28394";"55,94151";"55,86887"
"17069";"Bosjökloster";"Klinta";"Härad: Frosta";"Skåne";"parish";"socken";"55,87403";"13,51173";"9140";"13,6149";"13,42213";"55,93425";"55,805"
"17070";"Brandstad";"Branstad";"Härad: Färs";"Skåne";"parish";"socken";"55,67972";"13,72955";"3985";"13,78325";"13,67254";"55,70848";"55,65301"
"17071";"Bromma";\N;"Härad: Herrestad";"Skåne";"parish";"socken";"55,47248";"13,8129";"2281";"13,84644";"13,77887";"55,48884";"55,45399"
"17072";"Brunnby";\N;"Härad: Luggude";"Skåne";"parish";"socken";"56,26789";"12,53112";"7320";"12,63259";"12,43089";"56,31328";"56,22571"
"17073";"Brågarp";\N;"Härad: Bara";"Skåne";"parish";"socken";"55,65185";"13,20901";"2064";"13,23782";"13,17631";"55,66454";"55,64106"
"17074";"Brönnestad";\N;"Härad: Västra Göinge";"Skåne";"parish";"socken";"56,09662";"13,71002";"6713";"13,80264";"13,61895";"56,13625";"56,05659"
"17075";"Brösarp";\N;"Härad: Albo";"Skåne";"parish";"socken";"55,74003";"14,06283";"5839";"14,15058";"13,99229";"55,78529";"55,6981"
"17076";"Bunkeflo";"Bunkeflod";"Härad: Oxie";"Skåne";"parish";"socken";"55,54885";"12,94397";"4886";"13,02135";"12,8806";"55,56452";"55,53366"
"17077";"Burlöv";"Burlöf";"Härad: Bara";"Skåne";"parish";"socken";"55,63304";"13,09478";"4938";"13,13641";"13,01762";"55,66605";"55,60383"
"17078";"Bårslöv";"Bårslöf";"Härad: Luggude";"Skåne";"parish";"socken";"56,003";"12,83856";"5148";"12,91881";"12,77996";"56,02154";"55,9851"
"17079";"Båstad";\N;"Området utbröts på 1400-talet ur (Västra) Karups socken som stad som 1600-talet inte längre hade stadsstatus och området blev en socken. Socknen blev 1858 en form av köping med oklar status (Wikipedia). Båstad köping räknas här som en del av Båstads socken. Härad: Bjäre";"Skåne";"parish";"socken";"56,42685";"12,84165";"2745";"12,87307";"12,80916";"56,44547";"56,40417"
"17080";"Börringe";"Gustav, Gustaf, Norra Börringe, Lemmeströ";"Namnet var mellan 4 april 1781 och 11 september 1931 Gustavs socken (före tidigt 1900-tal Gustafs socken), även namnet Norra Börringe socken användes. 4 april 1781 införlivades Lemmeströ socken samtidigt som ny kyrka byggdes mitt emellan de båda äldre, Börringe kyrka och Lemmeströ kyrka, som då övergavs (Wikipedia). Lemmeströ räknas här som en del av Börringe socken. Härad: Vemmenhög";"Skåne";"parish";"socken";"55,50987";"13,36706";"7498";"13,48164";"13,27493";"55,55784";"55,46598"
"17081";"Bösarp";\N;"Härad: Skytt. Don't confuse with Bosarp socken.";"Skåne";"parish";"socken";"55,4118";"13,25777";"2925";"13,2962";"13,2225";"55,43456";"55,38676"
"17082";"Dagstorp";\N;"Härad: Harjager";"Skåne";"parish";"socken";"55,8263";"13,0621";"2838";"13,0908";"13,02758";"55,84597";"55,80561"
"17083";"Dalby";"Dahlby";"Härad: Torna";"Skåne";"parish";"socken";"55,67108";"13,34321";"3836";"13,40351";"13,28965";"55,69174";"55,6473"
"17084";"Dalköpinge";\N;"Härad: Skytt";"Skåne";"parish";"socken";"55,36896";"13,21835";"1573";"13,23393";"13,19769";"55,3829";"55,35508"
"17085";"Degeberga";\N;"Härad: Gärd";"Skåne";"parish";"socken";"55,82126";"14,06555";"5456";"14,12832";"13,98211";"55,85907";"55,78702"
"17086";"Djurröd";"Görröd, Görryd";"Härad: Gärd";"Skåne";"parish";"socken";"56,00213";"13,88745";"5303";"13,94485";"13,83767";"56,04208";"55,95756"
"17087";"Ekeby";\N;"Härad: Luggude";"Skåne";"parish";"socken";"56,00586";"12,96763";"4910";"13,03358";"12,89387";"56,04173";"55,97406"
"17088";"Eljaröd";\N;"Härad: Albo";"Skåne";"parish";"socken";"55,69732";"14,03408";"3748";"14,08057";"13,97679";"55,72832";"55,66803"
"17089";"Emmislöv";"Emislöv, Emitslöv, Emmitslöf, Emitslöf";"Härad: Östra Göinge";"Skåne";"parish";"socken";"56,24171";"14,12485";"4818";"14,18434";"14,07419";"56,27836";"56,21208"
"17090";"Esarp";"Eserup";"Härad: Bara";"Skåne";"parish";"socken";"55,62386";"13,30998";"3569";"13,35468";"13,25431";"55,64525";"55,60259"
"17091";"Eskilstorp";\N;"Härad: Oxie. Förväxla inte med Ekilstorp i Båstads kommun!";"Skåne";"parish";"socken";"55,47969";"12,97981";"4894";"13,05719";"12,91131";"55,49148";"55,46682"
"17092";"Eslöv";"Eslöf";"Eslövs stad bildades 1911 genom en ombildning av Eslövs köping. Redan 1912 utökades staden genom att Ellinge Sjöhus, tillhörande Borlunda landskommun, inkorporerades (Wikipedia)";"Skåne";"town/borough";"stad";"55,84367";"13,33149";"7079";"13,40577";"13,22445";"55,87236";"55,79688"
"17093";"Everlöv";"Efverlöf, Everslöf, Everlöf, Efverslöf, Ewerlöw";"Härad: Torna";"Skåne";"parish";"socken";"55,60962";"13,57199";"4329";"13,63759";"13,52044";"55,63687";"55,57809"
"17094";"Everöd";"Efveröd";"Härad: Gärd";"Skåne";"parish";"socken";"55,89476";"14,11021";"12504";"14,18843";"13,91811";"55,91579";"55,86395"
"17095";"Farhult";\N;"Härad: Luggude";"Skåne";"parish";"socken";"56,20735";"12,71449";"4703";"12,76997";"12,66275";"56,23622";"56,1701"
"17096";"Farstorp";\N;"Härad: Västra Göinge";"Skåne";"parish";"socken";"56,28569";"13,80995";"7438";"13,9085";"13,70774";"56,33216";"56,23167"
